"negative" "positive"
"5460" 0.784 0.216
"5461" 0.82 0.18
"5462" 0.867 0.133
"5463" 0.873 0.127
"5464" 0.872 0.128
"5465" 0.838 0.162
"5466" 0.873 0.127
"5467" 0.887 0.113
"5468" 0.855 0.145
"5469" 0.792 0.208
"5470" 0.661 0.339
"5471" 0.575 0.425
"5472" 0.433 0.567
"5473" 0.369 0.631
"5474" 0.314 0.686
"5475" 0.295 0.705
"5476" 0.286 0.714
"5477" 0.315 0.685
"5478" 0.392 0.608
"5479" 0.479 0.521
"5480" 0.615 0.385
"5481" 0.796 0.204
"5482" 0.76 0.24
"5483" 0.631 0.369
"5484" 0.259 0.741
"5485" 0.225 0.775
"5486" 0.206 0.794
"5487" 0.213 0.787
"5488" 0.203 0.797
"5489" 0.212 0.788
"5490" 0.195 0.805
"5491" 0.259 0.741
"5492" 0.323 0.677
"5493" 0.474 0.526
"5494" 0.628 0.372
"5495" 0.744 0.256
"5496" 0.79 0.21
"5497" 0.774 0.226
"5498" 0.727 0.273
"5499" 0.714 0.286
"5500" 0.67 0.33
"5501" 0.592 0.408
"5502" 0.325 0.675
"5503" 0.194 0.806
"5504" 0.152 0.848
"5505" 0.129 0.871
"5506" 0.089 0.911
"5507" 0.097 0.903
"5508" 0.123 0.877
"5509" 0.157 0.843
"5510" 0.159 0.841
"5511" 0.357 0.643
"5512" 0.889 0.111
"5513" 0.863 0.137
"5514" 0.834 0.166
"5515" 0.822 0.178
"5516" 0.833 0.167
"5517" 0.816 0.184
"5518" 0.839 0.161
"5519" 0.807 0.193
"5520" 0.789 0.211
"5521" 0.776 0.224
"5522" 0.771 0.229
"5523" 0.786 0.214
"5524" 0.812 0.188
"5525" 0.813 0.187
"5526" 0.788 0.212
"5527" 0.702 0.298
"5528" 0.626 0.374
"5529" 0.53 0.47
"5530" 0.493 0.507
"5531" 0.522 0.478
"5532" 0.514 0.486
"5533" 0.548 0.452
"5534" 0.566 0.434
"5535" 0.604 0.396
"5536" 0.641 0.359
"5537" 0.676 0.324
"5538" 0.683 0.317
"5539" 0.736 0.264
"5540" 0.717 0.283
"5541" 0.723 0.277
"5542" 0.755 0.245
"5543" 0.757 0.243
"5544" 0.713 0.287
"5545" 0.693 0.307
"5546" 0.698 0.302
"5547" 0.707 0.293
"5548" 0.64 0.36
"5549" 0.595 0.405
"5550" 0.516 0.484
"5551" 0.423 0.577
"5552" 0.424 0.576
"5553" 0.398 0.602
"5554" 0.431 0.569
"5555" 0.453 0.547
"5556" 0.541 0.459
"5557" 0.625 0.375
"5558" 0.739 0.261
"5559" 0.835 0.165
"5560" 0.852 0.148
"5561" 0.826 0.174
"5562" 0.783 0.217
"5563" 0.71 0.29
"5564" 0.534 0.466
"5565" 0.458 0.542
"5566" 0.413 0.587
"5567" 0.368 0.632
"5568" 0.323 0.677
"5569" 0.306 0.694
"5570" 0.307 0.693
"5571" 0.423 0.577
"5572" 0.49 0.51
"5573" 0.634 0.366
"5574" 0.711 0.289
"5575" 0.781 0.219
"5576" 0.771 0.229
"5577" 0.79 0.21
"5578" 0.782 0.218
"5579" 0.755 0.245
"5580" 0.752 0.248
"5581" 0.757 0.243
"5582" 0.719 0.281
"5583" 0.708 0.292
"5584" 0.759 0.241
"5585" 0.747 0.253
"5586" 0.743 0.257
"5587" 0.721 0.279
"5588" 0.645 0.355
"5589" 0.535 0.465
"5590" 0.442 0.558
"5591" 0.43 0.57
"5592" 0.416 0.584
"5593" 0.47 0.53
"5594" 0.49 0.51
"5595" 0.572 0.428
"5596" 0.576 0.424
"5597" 0.599 0.401
"5598" 0.64 0.36
"5599" 0.678 0.322
"5600" 0.748 0.252
"5601" 0.729 0.271
"5602" 0.633 0.367
"5603" 0.548 0.452
"5604" 0.482 0.518
"5605" 0.382 0.618
"5606" 0.32 0.68
"5607" 0.303 0.697
"5608" 0.301 0.699
"5609" 0.289 0.711
"5610" 0.348 0.652
"5611" 0.414 0.586
"5612" 0.528 0.472
"5613" 0.599 0.401
"5614" 0.645 0.355
"5615" 0.686 0.314
"5616" 0.675 0.325
"5617" 0.675 0.325
"5618" 0.669 0.331
"5619" 0.691 0.309
"5620" 0.757 0.243
"5621" 0.772 0.228
"5622" 0.814 0.186
"5623" 0.825 0.175
"5624" 0.772 0.228
"5625" 0.769 0.231
"5626" 0.742 0.258
"5627" 0.722 0.278
"5628" 0.716 0.284
"5629" 0.729 0.271
"5630" 0.654 0.346
"5631" 0.611 0.389
"5632" 0.347 0.653
"5633" 0.311 0.689
"5634" 0.243 0.757
"5635" 0.23 0.77
"5636" 0.254 0.746
"5637" 0.303 0.697
"5638" 0.364 0.636
"5639" 0.452 0.548
"5640" 0.47 0.53
"5641" 0.553 0.447
"5642" 0.529 0.471
"5643" 0.604 0.396
"5644" 0.671 0.329
"5645" 0.717 0.283
"5646" 0.706 0.294
"5647" 0.635 0.365
"5648" 0.479 0.521
"5649" 0.471 0.529
"5650" 0.471 0.529
"5651" 0.472 0.528
"5652" 0.426 0.574
"5653" 0.397 0.603
"5654" 0.355 0.645
"5655" 0.405 0.595
"5656" 0.363 0.637
"5657" 0.411 0.589
"5658" 0.453 0.547
"5659" 0.568 0.432
"5660" 0.622 0.378
"5661" 0.687 0.313
"5662" 0.746 0.254
"5663" 0.773 0.227
"5664" 0.776 0.224
"5665" 0.794 0.206
"5666" 0.742 0.258
"5667" 0.733 0.267
"5668" 0.772 0.228
"5669" 0.803 0.197
"5670" 0.809 0.191
"5671" 0.833 0.167
"5672" 0.811 0.189
"5673" 0.822 0.178
"5674" 0.788 0.212
"5675" 0.766 0.234
"5676" 0.737 0.263
"5677" 0.652 0.348
"5678" 0.62 0.38
"5679" 0.542 0.458
"5680" 0.432 0.568
"5681" 0.401 0.599
"5682" 0.347 0.653
"5683" 0.333 0.667
"5684" 0.381 0.619
"5685" 0.488 0.512
"5686" 0.537 0.463
"5687" 0.569 0.431
"5688" 0.668 0.332
"5689" 0.722 0.278
"5690" 0.815 0.185
"5691" 0.828 0.172
"5692" 0.866 0.134
"5693" 0.847 0.153
"5694" 0.803 0.197
"5695" 0.696 0.304
"5696" 0.557 0.443
"5697" 0.451 0.549
"5698" 0.325 0.675
"5699" 0.248 0.752
"5700" 0.26 0.74
"5701" 0.258 0.742
"5702" 0.249 0.751
"5703" 0.322 0.678
"5704" 0.38 0.62
"5705" 0.5 0.5
"5706" 0.545 0.455
"5707" 0.66 0.34
"5708" 0.742 0.258
"5709" 0.793 0.207
"5710" 0.81 0.19
"5711" 0.77 0.23
"5712" 0.762 0.238
"5713" 0.749 0.251
"5714" 0.74 0.26
"5715" 0.792 0.208
"5716" 0.85 0.15
"5717" 0.897 0.103
"5718" 0.925 0.075
"5719" 0.935 0.065
"5720" 0.924 0.076
"5721" 0.867 0.133
"5722" 0.885 0.115
"5723" 0.876 0.124
"5724" 0.832 0.168
"5725" 0.832 0.168
"5726" 0.807 0.193
"5727" 0.761 0.239
"5728" 0.713 0.287
"5729" 0.689 0.311
"5730" 0.657 0.343
"5731" 0.594 0.406
"5732" 0.557 0.443
"5733" 0.35 0.65
"5734" 0.265 0.735
"5735" 0.211 0.789
"5736" 0.222 0.778
"5737" 0.226 0.774
"5738" 0.238 0.762
"5739" 0.207 0.793
"5740" 0.238 0.762
"5741" 0.281 0.719
"5742" 0.38 0.62
"5743" 0.579 0.421
"5744" 0.734 0.266
"5745" 0.738 0.262
"5746" 0.658 0.342
"5747" 0.429 0.571
"5748" 0.371 0.629
"5749" 0.326 0.674
"5750" 0.313 0.687
"5751" 0.305 0.695
"5752" 0.343 0.657
"5753" 0.356 0.644
"5754" 0.415 0.585
"5755" 0.485 0.515
"5756" 0.588 0.412
"5757" 0.661 0.339
"5758" 0.732 0.268
"5759" 0.715 0.285
"5760" 0.721 0.279
"5761" 0.677 0.323
"5762" 0.689 0.311
"5763" 0.684 0.316
"5764" 0.577 0.423
"5765" 0.42 0.58
"5766" 0.287 0.713
"5767" 0.241 0.759
"5768" 0.159 0.841
"5769" 0.169 0.831
"5770" 0.167 0.833
"5771" 0.124 0.876
"5772" 0.162 0.838
"5773" 0.162 0.838
"5774" 0.281 0.719
"5775" 0.41 0.59
"5776" 0.513 0.487
"5777" 0.857 0.143
"5778" 0.825 0.175
"5779" 0.834 0.166
"5780" 0.795 0.205
"5781" 0.766 0.234
"5782" 0.752 0.248
"5783" 0.749 0.251
"5784" 0.79 0.21
"5785" 0.718 0.282
"5786" 0.69 0.31
"5787" 0.713 0.287
"5788" 0.655 0.345
"5789" 0.649 0.351
"5790" 0.661 0.339
"5791" 0.666 0.334
"5792" 0.717 0.283
"5793" 0.747 0.253
"5794" 0.757 0.243
"5795" 0.772 0.228
"5796" 0.804 0.196
"5797" 0.856 0.144
"5798" 0.868 0.132
"5799" 0.849 0.151
"5800" 0.802 0.198
"5801" 0.762 0.238
"5802" 0.745 0.255
"5803" 0.669 0.331
"5804" 0.611 0.389
"5805" 0.577 0.423
"5806" 0.531 0.469
"5807" 0.519 0.481
"5808" 0.548 0.452
"5809" 0.561 0.439
"5810" 0.589 0.411
"5811" 0.605 0.395
"5812" 0.653 0.347
"5813" 0.572 0.428
"5814" 0.586 0.414
"5815" 0.549 0.451
"5816" 0.543 0.457
"5817" 0.519 0.481
"5818" 0.463 0.537
"5819" 0.471 0.529
"5820" 0.447 0.553
"5821" 0.554 0.446
"5822" 0.548 0.452
"5823" 0.632 0.368
"5824" 0.663 0.337
"5825" 0.722 0.278
"5826" 0.742 0.258
"5827" 0.737 0.263
"5828" 0.706 0.294
"5829" 0.697 0.303
"5830" 0.697 0.303
"5831" 0.688 0.312
"5832" 0.618 0.382
"5833" 0.69 0.31
"5834" 0.648 0.352
"5835" 0.647 0.353
"5836" 0.555 0.445
"5837" 0.61 0.39
"5838" 0.626 0.374
"5839" 0.704 0.296
"5840" 0.73 0.27
"5841" 0.775 0.225
"5842" 0.776 0.224
"5843" 0.784 0.216
"5844" 0.768 0.232
"5845" 0.728 0.272
"5846" 0.641 0.359
"5847" 0.665 0.335
"5848" 0.646 0.354
"5849" 0.661 0.339
"5850" 0.655 0.345
"5851" 0.709 0.291
"5852" 0.682 0.318
"5853" 0.636 0.364
"5854" 0.507 0.493
"5855" 0.467 0.533
"5856" 0.544 0.456
"5857" 0.559 0.441
"5858" 0.579 0.421
"5859" 0.621 0.379
"5860" 0.528 0.472
"5861" 0.557 0.443
"5862" 0.627 0.373
"5863" 0.676 0.324
"5864" 0.779 0.221
"5865" 0.825 0.175
"5866" 0.845 0.155
"5867" 0.86 0.14
"5868" 0.838 0.162
"5869" 0.836 0.164
"5870" 0.809 0.191
"5871" 0.763 0.237
"5872" 0.732 0.268
"5873" 0.668 0.332
"5874" 0.632 0.368
"5875" 0.504 0.496
"5876" 0.439 0.561
"5877" 0.409 0.591
"5878" 0.391 0.609
"5879" 0.389 0.611
"5880" 0.385 0.615
"5881" 0.364 0.636
"5882" 0.382 0.618
"5883" 0.38 0.62
"5884" 0.474 0.526
"5885" 0.531 0.469
"5886" 0.61 0.39
"5887" 0.65 0.35
"5888" 0.616 0.384
"5889" 0.681 0.319
"5890" 0.594 0.406
"5891" 0.491 0.509
"5892" 0.411 0.589
"5893" 0.441 0.559
"5894" 0.463 0.537
"5895" 0.504 0.496
"5896" 0.59 0.41
"5897" 0.675 0.325
"5898" 0.739 0.261
"5899" 0.78 0.22
"5900" 0.779 0.221
"5901" 0.831 0.169
"5902" 0.868 0.132
"5903" 0.886 0.114
"5904" 0.878 0.122
"5905" 0.874 0.126
"5906" 0.874 0.126
"5907" 0.884 0.116
"5908" 0.879 0.121
"5909" 0.854 0.146
"5910" 0.833 0.167
"5911" 0.807 0.193
"5912" 0.771 0.229
"5913" 0.751 0.249
"5914" 0.649 0.351
"5915" 0.552 0.448
"5916" 0.512 0.488
"5917" 0.375 0.625
"5918" 0.368 0.632
"5919" 0.368 0.632
"5920" 0.389 0.611
"5921" 0.416 0.584
"5922" 0.513 0.487
"5923" 0.542 0.458
"5924" 0.593 0.407
"5925" 0.641 0.359
"5926" 0.68 0.32
"5927" 0.656 0.344
"5928" 0.701 0.299
"5929" 0.725 0.275
"5930" 0.762 0.238
"5931" 0.761 0.239
"5932" 0.67 0.33
"5933" 0.515 0.485
"5934" 0.481 0.519
"5935" 0.52 0.48
"5936" 0.538 0.462
"5937" 0.598 0.402
"5938" 0.558 0.442
"5939" 0.505 0.495
"5940" 0.515 0.485
"5941" 0.464 0.536
"5942" 0.532 0.468
"5943" 0.609 0.391
"5944" 0.734 0.266
"5945" 0.808 0.192
"5946" 0.812 0.188
"5947" 0.835 0.165
"5948" 0.856 0.144
"5949" 0.906 0.094
"5950" 0.916 0.084
"5951" 0.899 0.101
"5952" 0.904 0.096
"5953" 0.898 0.102
"5954" 0.882 0.118
"5955" 0.878 0.122
"5956" 0.898 0.102
"5957" 0.893 0.107
"5958" 0.865 0.135
"5959" 0.841 0.159
"5960" 0.806 0.194
"5961" 0.774 0.226
"5962" 0.763 0.237
"5963" 0.797 0.203
"5964" 0.75 0.25
"5965" 0.662 0.338
"5966" 0.544 0.456
"5967" 0.561 0.439
"5968" 0.577 0.423
"5969" 0.59 0.41
"5970" 0.552 0.448
"5971" 0.565 0.435
"5972" 0.494 0.506
"5973" 0.45 0.55
"5974" 0.464 0.536
"5975" 0.503 0.497
"5976" 0.533 0.467
"5977" 0.605 0.395
"5978" 0.607 0.393
"5979" 0.484 0.516
"5980" 0.48 0.52
"5981" 0.5 0.5
"5982" 0.491 0.509
"5983" 0.507 0.493
"5984" 0.508 0.492
"5985" 0.475 0.525
"5986" 0.507 0.493
"5987" 0.514 0.486
"5988" 0.581 0.419
"5989" 0.621 0.379
"5990" 0.707 0.293
"5991" 0.697 0.303
"5992" 0.643 0.357
"5993" 0.693 0.307
"5994" 0.701 0.299
"5995" 0.749 0.251
"5996" 0.784 0.216
"5997" 0.814 0.186
"5998" 0.837 0.163
"5999" 0.833 0.167
"6000" 0.854 0.146
"6001" 0.852 0.148
"6002" 0.849 0.151
"6003" 0.872 0.128
"6004" 0.887 0.113
"6005" 0.875 0.125
"6006" 0.875 0.125
"6007" 0.843 0.157
"6008" 0.827 0.173
"6009" 0.778 0.222
"6010" 0.794 0.206
"6011" 0.696 0.304
"6012" 0.657 0.343
"6013" 0.603 0.397
"6014" 0.565 0.435
"6015" 0.552 0.448
"6016" 0.528 0.472
"6017" 0.436 0.564
"6018" 0.338 0.662
"6019" 0.296 0.704
"6020" 0.281 0.719
"6021" 0.284 0.716
"6022" 0.311 0.689
"6023" 0.362 0.638
"6024" 0.484 0.516
"6025" 0.559 0.441
"6026" 0.637 0.363
"6027" 0.68 0.32
"6028" 0.931 0.069
"6029" 0.898 0.102
"6030" 0.909 0.091
"6031" 0.842 0.158
"6032" 0.835 0.165
"6033" 0.837 0.163
"6034" 0.815 0.185
"6035" 0.811 0.189
"6036" 0.821 0.179
"6037" 0.822 0.178
"6038" 0.827 0.173
"6039" 0.778 0.222
"6040" 0.79 0.21
"6041" 0.844 0.156
"6042" 0.9 0.1
"6043" 0.914 0.086
"6044" 0.908 0.092
"6045" 0.913 0.087
"6046" 0.905 0.095
"6047" 0.886 0.114
"6048" 0.869 0.131
"6049" 0.905 0.095
"6050" 0.898 0.102
"6051" 0.895 0.105
"6052" 0.886 0.114
"6053" 0.856 0.144
"6054" 0.843 0.157
"6055" 0.837 0.163
"6056" 0.801 0.199
"6057" 0.789 0.211
"6058" 0.82 0.18
"6059" 0.794 0.206
"6060" 0.82 0.18
"6061" 0.805 0.195
"6062" 0.805 0.195
"6063" 0.762 0.238
"6064" 0.757 0.243
"6065" 0.692 0.308
"6066" 0.712 0.288
"6067" 0.78 0.22
"6068" 0.826 0.174
"6069" 0.869 0.131
"6070" 0.837 0.163
"6071" 0.746 0.254
"6072" 0.678 0.322
"6073" 0.505 0.495
"6074" 0.44 0.56
"6075" 0.432 0.568
"6076" 0.42 0.58
"6077" 0.448 0.552
"6078" 0.481 0.519
"6079" 0.493 0.507
"6080" 0.595 0.405
"6081" 0.691 0.309
"6082" 0.775 0.225
"6083" 0.832 0.168
"6084" 0.847 0.153
"6085" 0.836 0.164
"6086" 0.853 0.147
"6087" 0.848 0.152
"6088" 0.914 0.086
"6089" 0.912 0.088
"6090" 0.936 0.064
"6091" 0.936 0.064
"6092" 0.954 0.046
"6093" 0.971 0.029
"6094" 0.955 0.045
"6095" 0.952 0.048
"6096" 0.948 0.052
"6097" 0.957 0.043
"6098" 0.944 0.056
"6099" 0.925 0.075
"6100" 0.925 0.075
"6101" 0.935 0.065
"6102" 0.922 0.078
"6103" 0.918 0.082
"6104" 0.921 0.079
"6105" 0.903 0.097
"6106" 0.873 0.127
"6107" 0.891 0.109
"6108" 0.866 0.134
"6109" 0.872 0.128
"6110" 0.801 0.199
"6111" 0.766 0.234
"6112" 0.74 0.26
"6113" 0.615 0.385
"6114" 0.618 0.382
"6115" 0.645 0.355
"6116" 0.702 0.298
"6117" 0.705 0.295
"6118" 0.689 0.311
"6119" 0.696 0.304
"6120" 0.714 0.286
"6121" 0.742 0.258
"6122" 0.742 0.258
"6123" 0.797 0.203
"6124" 0.77 0.23
"6125" 0.744 0.256
"6126" 0.822 0.178
"6127" 0.81 0.19
"6128" 0.798 0.202
"6129" 0.708 0.292
"6130" 0.714 0.286
"6131" 0.668 0.332
"6132" 0.7 0.3
"6133" 0.709 0.291
"6134" 0.673 0.327
"6135" 0.682 0.318
"6136" 0.697 0.303
"6137" 0.705 0.295
"6138" 0.693 0.307
"6139" 0.722 0.278
"6140" 0.731 0.269
"6141" 0.796 0.204
"6142" 0.849 0.151
"6143" 0.904 0.096
"6144" 0.932 0.068
"6145" 0.904 0.096
"6146" 0.894 0.106
"6147" 0.91 0.09
"6148" 0.903 0.097
"6149" 0.865 0.135
"6150" 0.868 0.132
"6151" 0.855 0.145
"6152" 0.829 0.171
"6153" 0.813 0.187
"6154" 0.845 0.155
"6155" 0.878 0.122
"6156" 0.882 0.118
"6157" 0.885 0.115
"6158" 0.845 0.155
"6159" 0.826 0.174
"6160" 0.773 0.227
"6161" 0.75 0.25
"6162" 0.749 0.251
"6163" 0.733 0.267
"6164" 0.738 0.262
"6165" 0.718 0.282
"6166" 0.689 0.311
"6167" 0.702 0.298
"6168" 0.738 0.262
"6169" 0.735 0.265
"6170" 0.77 0.23
"6171" 0.749 0.251
"6172" 0.773 0.227
"6173" 0.82 0.18
"6174" 0.839 0.161
"6175" 0.807 0.193
"6176" 0.686 0.314
"6177" 0.732 0.268
"6178" 0.748 0.252
"6179" 0.79 0.21
"6180" 0.728 0.272
"6181" 0.662 0.338
"6182" 0.599 0.401
"6183" 0.557 0.443
"6184" 0.538 0.462
"6185" 0.565 0.435
"6186" 0.629 0.371
"6187" 0.65 0.35
"6188" 0.711 0.289
"6189" 0.764 0.236
"6190" 0.81 0.19
"6191" 0.81 0.19
"6192" 0.837 0.163
"6193" 0.865 0.135
"6194" 0.877 0.123
"6195" 0.869 0.131
"6196" 0.876 0.124
"6197" 0.88 0.12
"6198" 0.883 0.117
"6199" 0.896 0.104
"6200" 0.895 0.105
"6201" 0.905 0.095
"6202" 0.928 0.072
"6203" 0.94 0.06
"6204" 0.932 0.068
"6205" 0.945 0.055
"6206" 0.927 0.073
"6207" 0.927 0.073
"6208" 0.921 0.079
"6209" 0.904 0.096
"6210" 0.88 0.12
"6211" 0.86 0.14
"6212" 0.8 0.2
"6213" 0.773 0.227
"6214" 0.701 0.299
"6215" 0.681 0.319
"6216" 0.652 0.348
"6217" 0.617 0.383
"6218" 0.619 0.381
"6219" 0.65 0.35
"6220" 0.657 0.343
"6221" 0.678 0.322
"6222" 0.719 0.281
"6223" 0.732 0.268
"6224" 0.719 0.281
"6225" 0.81 0.19
"6226" 0.785 0.215
"6227" 0.755 0.245
"6228" 0.648 0.352
"6229" 0.594 0.406
"6230" 0.466 0.534
"6231" 0.512 0.488
"6232" 0.504 0.496
"6233" 0.549 0.451
"6234" 0.549 0.451
"6235" 0.58 0.42
"6236" 0.544 0.456
"6237" 0.634 0.366
"6238" 0.665 0.335
"6239" 0.66 0.34
"6240" 0.73 0.27
"6241" 0.788 0.212
"6242" 0.816 0.184
"6243" 0.834 0.166
"6244" 0.864 0.136
"6245" 0.867 0.133
"6246" 0.882 0.118
"6247" 0.867 0.133
"6248" 0.868 0.132
"6249" 0.892 0.108
"6250" 0.878 0.122
"6251" 0.898 0.102
"6252" 0.886 0.114
"6253" 0.897 0.103
"6254" 0.876 0.124
"6255" 0.838 0.162
"6256" 0.854 0.146
"6257" 0.851 0.149
"6258" 0.88 0.12
"6259" 0.867 0.133
"6260" 0.877 0.123
"6261" 0.863 0.137
"6262" 0.856 0.144
"6263" 0.793 0.207
"6264" 0.728 0.272
"6265" 0.693 0.307
"6266" 0.587 0.413
"6267" 0.518 0.482
"6268" 0.358 0.642
"6269" 0.334 0.666
"6270" 0.266 0.734
"6271" 0.252 0.748
"6272" 0.256 0.744
"6273" 0.267 0.733
"6274" 0.294 0.706
"6275" 0.355 0.645
"6276" 0.586 0.414
"6277" 0.927 0.073
"6278" 0.895 0.105
"6279" 0.887 0.113
"6280" 0.863 0.137
"6281" 0.812 0.188
"6282" 0.808 0.192
"6283" 0.795 0.205
"6284" 0.786 0.214
"6285" 0.77 0.23
"6286" 0.776 0.224
"6287" 0.787 0.213
"6288" 0.781 0.219
"6289" 0.744 0.256
"6290" 0.742 0.258
"6291" 0.781 0.219
"6292" 0.75 0.25
"6293" 0.682 0.318
"6294" 0.656 0.344
"6295" 0.669 0.331
"6296" 0.65 0.35
"6297" 0.582 0.418
"6298" 0.63 0.37
"6299" 0.632 0.368
"6300" 0.734 0.266
"6301" 0.761 0.239
"6302" 0.828 0.172
"6303" 0.809 0.191
"6304" 0.838 0.162
"6305" 0.84 0.16
"6306" 0.882 0.118
"6307" 0.842 0.158
"6308" 0.759 0.241
"6309" 0.741 0.259
"6310" 0.632 0.368
"6311" 0.602 0.398
"6312" 0.622 0.378
"6313" 0.679 0.321
"6314" 0.72 0.28
"6315" 0.767 0.233
"6316" 0.788 0.212
"6317" 0.809 0.191
"6318" 0.799 0.201
"6319" 0.86 0.14
"6320" 0.901 0.099
"6321" 0.902 0.098
"6322" 0.892 0.108
"6323" 0.858 0.142
"6324" 0.862 0.138
"6325" 0.896 0.104
"6326" 0.915 0.085
"6327" 0.916 0.084
"6328" 0.917 0.083
"6329" 0.945 0.055
"6330" 0.952 0.048
"6331" 0.947 0.053
"6332" 0.933 0.067
"6333" 0.893 0.107
"6334" 0.843 0.157
"6335" 0.871 0.129
"6336" 0.841 0.159
"6337" 0.858 0.142
"6338" 0.898 0.102
"6339" 0.912 0.088
"6340" 0.908 0.092
"6341" 0.936 0.064
"6342" 0.946 0.054
"6343" 0.927 0.073
"6344" 0.903 0.097
"6345" 0.902 0.098
"6346" 0.895 0.105
"6347" 0.884 0.116
"6348" 0.871 0.129
"6349" 0.799 0.201
"6350" 0.808 0.192
"6351" 0.707 0.293
"6352" 0.579 0.421
"6353" 0.481 0.519
"6354" 0.42 0.58
"6355" 0.416 0.584
"6356" 0.475 0.525
"6357" 0.448 0.552
"6358" 0.467 0.533
"6359" 0.517 0.483
"6360" 0.559 0.441
"6361" 0.692 0.308
"6362" 0.789 0.211
"6363" 0.859 0.141
"6364" 0.874 0.126
"6365" 0.887 0.113
"6366" 0.866 0.134
"6367" 0.88 0.12
"6368" 0.853 0.147
"6369" 0.81 0.19
"6370" 0.803 0.197
"6371" 0.752 0.248
"6372" 0.724 0.276
"6373" 0.69 0.31
"6374" 0.685 0.315
"6375" 0.692 0.308
"6376" 0.709 0.291
"6377" 0.713 0.287
"6378" 0.708 0.292
"6379" 0.686 0.314
"6380" 0.718 0.282
"6381" 0.736 0.264
"6382" 0.756 0.244
"6383" 0.82 0.18
"6384" 0.859 0.141
"6385" 0.871 0.129
"6386" 0.873 0.127
"6387" 0.886 0.114
"6388" 0.921 0.079
"6389" 0.927 0.073
"6390" 0.936 0.064
"6391" 0.911 0.089
"6392" 0.933 0.067
"6393" 0.913 0.087
"6394" 0.905 0.095
"6395" 0.917 0.083
"6396" 0.913 0.087
"6397" 0.887 0.113
"6398" 0.887 0.113
"6399" 0.87 0.13
"6400" 0.832 0.168
"6401" 0.83 0.17
"6402" 0.816 0.184
"6403" 0.784 0.216
"6404" 0.742 0.258
"6405" 0.557 0.443
"6406" 0.571 0.429
"6407" 0.606 0.394
"6408" 0.616 0.384
"6409" 0.639 0.361
"6410" 0.614 0.386
"6411" 0.625 0.375
"6412" 0.635 0.365
"6413" 0.653 0.347
"6414" 0.653 0.347
"6415" 0.602 0.398
"6416" 0.648 0.352
"6417" 0.721 0.279
"6418" 0.794 0.206
"6419" 0.765 0.235
"6420" 0.78 0.22
"6421" 0.609 0.391
"6422" 0.588 0.412
"6423" 0.556 0.444
"6424" 0.567 0.433
"6425" 0.518 0.482
"6426" 0.528 0.472
"6427" 0.529 0.471
"6428" 0.53 0.47
"6429" 0.576 0.424
"6430" 0.625 0.375
"6431" 0.696 0.304
"6432" 0.737 0.263
"6433" 0.773 0.227
"6434" 0.796 0.204
"6435" 0.842 0.158
"6436" 0.873 0.127
"6437" 0.804 0.196
"6438" 0.876 0.124
"6439" 0.9 0.1
"6440" 0.91 0.09
"6441" 0.951 0.049
"6442" 0.955 0.045
"6443" 0.96 0.04
"6444" 0.953 0.047
"6445" 0.942 0.058
"6446" 0.949 0.051
"6447" 0.947 0.053
"6448" 0.971 0.029
"6449" 0.966 0.034
"6450" 0.95 0.05
"6451" 0.948 0.052
"6452" 0.915 0.085
"6453" 0.915 0.085
"6454" 0.927 0.073
"6455" 0.899 0.101
"6456" 0.916 0.084
"6457" 0.881 0.119
"6458" 0.858 0.142
"6459" 0.821 0.179
"6460" 0.828 0.172
"6461" 0.827 0.173
"6462" 0.873 0.127
"6463" 0.877 0.123
"6464" 0.853 0.147
"6465" 0.843 0.157
"6466" 0.821 0.179
"6467" 0.807 0.193
"6468" 0.81 0.19
"6469" 0.81 0.19
"6470" 0.796 0.204
"6471" 0.776 0.224
"6472" 0.659 0.341
"6473" 0.617 0.383
"6474" 0.592 0.408
"6475" 0.55 0.45
"6476" 0.492 0.508
"6477" 0.428 0.572
"6478" 0.375 0.625
"6479" 0.357 0.643
"6480" 0.36 0.64
"6481" 0.392 0.608
"6482" 0.439 0.561
"6483" 0.464 0.536
"6484" 0.601 0.399
"6485" 0.898 0.102
"6486" 0.853 0.147
"6487" 0.842 0.158
"6488" 0.823 0.177
"6489" 0.8 0.2
"6490" 0.797 0.203
"6491" 0.794 0.206
"6492" 0.78 0.22
"6493" 0.777 0.223
"6494" 0.778 0.222
"6495" 0.777 0.223
"6496" 0.787 0.213
"6497" 0.802 0.198
"6498" 0.826 0.174
"6499" 0.808 0.192
"6500" 0.833 0.167
"6501" 0.872 0.128
"6502" 0.866 0.134
"6503" 0.833 0.167
"6504" 0.781 0.219
"6505" 0.72 0.28
"6506" 0.711 0.289
"6507" 0.756 0.244
"6508" 0.791 0.209
"6509" 0.771 0.229
"6510" 0.701 0.299
"6511" 0.561 0.439
"6512" 0.446 0.554
"6513" 0.365 0.635
"6514" 0.315 0.685
"6515" 0.296 0.704
"6516" 0.269 0.731
"6517" 0.295 0.705
"6518" 0.301 0.699
"6519" 0.405 0.595
"6520" 0.491 0.509
"6521" 0.623 0.377
"6522" 0.748 0.252
"6523" 0.757 0.243
"6524" 0.722 0.278
"6525" 0.449 0.551
"6526" 0.433 0.567
"6527" 0.428 0.572
"6528" 0.464 0.536
"6529" 0.494 0.506
"6530" 0.539 0.461
"6531" 0.598 0.402
"6532" 0.658 0.342
"6533" 0.703 0.297
"6534" 0.756 0.244
"6535" 0.79 0.21
